voltage_v,current_a,active_power_kw,reactive_power_kvar,load_demand_kwh,household_type,occupancy_level,appliance_usage_category,deviation_neighborhood_ratio,zero_consumption_flag,load_spike_flag,fraudulent,broader_zone,locality
228.43,47.0,8.79,3.11,11.49,Residential,35,High,0.91,1,0,0,Industrial / Peripheral,Mankhurd
226.39,60.98,13.25,3.56,11.05,Residential,2,Low,0.8,0,0,0,Western Suburbs,Andheri East
237.17,66.59,13.79,4.6,15.36,Residential,2,Medium,1.17,0,1,0,Thane & Beyond,Dombivli
226.79,26.94,5.93,1.32,6.3,Commercial,61,High,0.74,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
221.47,68.34,13.24,3.6,12.7,Residential,35,High,1.21,0,0,1,Thane & Beyond,Bhiwandi
228.77,43.26,7.75,3.52,6.7,Commercial,34,Medium,0.99,0,1,0,Industrial / Peripheral,Sewri
239.03,45.79,8.0,1.22,5.96,Commercial,107,Medium,0.81,0,0,0,Central Suburbs,Sion
233.41,20.94,2.82,0.35,3.91,Residential,3,Low,0.93,0,1,0,Industrial / Peripheral,Trombay
236.8,30.29,7.18,3.27,9.02,Residential,40,Medium,0.76,0,0,1,Industrial / Peripheral,Mankhurd
223.49,12.85,2.78,0.59,3.12,Residential,7,Low,1.28,0,0,0,Western Residential,Kharghar
223.55,33.55,7.3,1.8,6.95,Industrial,52,Medium,1.09,0,0,0,Powai & Lakeside,Powai
237.38,52.17,11.34,1.97,9.18,Commercial,79,Medium,0.36,0,1,0,Industrial / Peripheral,Taloja MIDC
230.64,51.3,10.23,1.13,9.86,Residential,32,Low,0.98,1,1,1,Industrial / Peripheral,Dharavi
236.5,52.67,11.63,3.91,11.52,Residential,3,Medium,0.96,0,0,0,Powai & Lakeside,Powai
228.5,61.5,11.8,2.43,10.56,Residential,2,Medium,1.18,0,0,0,Powai & Lakeside,Powai
226.34,58.09,11.78,2.39,10.43,Residential,171,Low,0.87,0,0,0,Western Suburbs,Bandra East
215.05,46.49,7.34,1.67,5.07,Residential,4,High,1.33,0,0,0,South Mumbai,Colaba
229.3,39.23,8.57,1.79,11.16,Commercial,40,Low,1.11,0,0,0,Central Suburbs,Kurla
226.46,60.46,12.68,1.51,12.49,Residential,3,Low,1.1,0,0,0,Central Suburbs,Ghatkopar
234.85,31.27,5.05,0.37,3.92,Industrial,6,Low,0.98,1,0,0,Industrial / Peripheral,Taloja MIDC
229.17,64.94,13.98,3.41,14.33,Residential,3,Medium,0.87,0,0,0,Western Suburbs,Bandra West
229.62,56.19,10.54,3.81,9.94,Commercial,110,Medium,1.04,0,0,0,Central Suburbs,Parel
226.08,63.64,12.08,3.76,11.8,Industrial,72,Low,1.21,0,0,0,Western Suburbs,Santacruz
225.52,9.43,2.18,0.58,2.48,Residential,76,Medium,0.79,0,0,1,Industrial / Peripheral,Mankhurd
230.37,53.48,9.95,2.06,10.47,Residential,230,Low,1.19,0,1,1,Industrial / Peripheral,Taloja MIDC
235.24,8.75,1.98,0.2,2.28,Residential,16,High,1.08,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
235.03,47.76,8.78,1.31,8.21,Residential,23,Medium,1.24,0,0,0,Western Suburbs,Juhu
227.9,25.85,4.39,0.53,5.33,Commercial,2,Medium,1.42,0,0,1,Thane & Beyond,Bhiwandi
221.28,48.43,8.47,2.49,9.13,Residential,3,Medium,0.89,0,0,0,Western Suburbs,Andheri East
229.59,36.47,10.05,3.97,8.3,Residential,3,Medium,1.0,0,0,1,Industrial / Peripheral,Taloja MIDC
234.26,28.76,5.19,2.35,7.13,Residential,167,High,1.18,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
239.04,35.18,5.58,1.21,5.91,Residential,2,Low,1.43,0,0,0,Western Residential,Malad
222.72,52.61,10.97,2.49,9.93,Residential,52,High,1.15,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
231.36,29.7,5.43,1.55,6.04,Commercial,2,Low,0.81,1,0,1,Industrial / Peripheral,Sewri
231.53,38.53,8.41,2.54,9.13,Residential,92,Medium,1.19,0,0,0,Western Suburbs,Bandra East
222.71,9.77,2.52,0.29,1.84,Residential,2,Medium,1.19,0,0,0,Powai & Lakeside,Powai
226.31,19.44,3.62,0.7,3.68,Residential,19,High,1.05,0,0,1,Navi Mumbai / Panvel,Navi Mumbai
232.9,45.47,6.75,2.74,6.03,Residential,4,Medium,0.75,0,1,0,Navi Mumbai / Panvel,Airoli
230.91,10.61,2.76,0.66,2.21,Residential,22,Low,1.08,0,0,0,Powai & Lakeside,Kanjurmarg
234.27,55.12,11.92,2.97,11.89,Residential,14,Medium,0.75,0,0,0,Western Suburbs,Bandra West
233.9,36.89,7.27,2.56,5.95,Commercial,35,Low,1.04,1,0,1,Thane & Beyond,Kalyan
229.61,39.74,12.0,2.78,11.69,Residential,2,Medium,1.38,0,0,0,Western Suburbs,Bandra East
232.46,39.57,7.84,3.23,9.7,Residential,2,Low,1.08,0,0,0,Western Suburbs,Santacruz
226.3,32.37,5.57,1.74,6.63,Residential,210,Medium,1.2,0,0,1,Industrial / Peripheral,Taloja MIDC
230.72,31.82,8.88,1.52,9.66,Commercial,2,High,1.35,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
229.84,43.96,9.33,1.94,5.45,Commercial,243,Low,1.33,0,0,0,South Mumbai,Girgaon
232.88,61.3,12.57,3.6,13.76,Commercial,134,High,0.99,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
233.39,53.14,10.18,1.75,10.83,Residential,2,Medium,1.17,0,0,0,Central Suburbs,Parel
237.72,30.61,7.01,1.12,7.18,Residential,41,Low,1.18,0,0,1,Industrial / Peripheral,Taloja
234.7,45.35,10.34,3.28,10.66,Residential,48,Medium,0.55,1,0,0,Navi Mumbai / Panvel,Navi Mumbai
229.81,45.09,7.35,2.59,6.57,Commercial,120,Medium,1.41,0,0,1,Navi Mumbai / Panvel,Panvel
221.58,48.89,9.86,1.85,9.27,Commercial,41,Medium,1.1,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
233.7,5.86,1.43,0.46,1.51,Commercial,3,Low,1.06,0,0,0,South Mumbai,Marine Lines
231.59,32.54,6.33,0.85,6.77,Commercial,108,Medium,0.88,0,0,1,Thane & Beyond,Bhiwandi
239.39,22.38,6.32,1.86,5.88,Residential,2,High,1.19,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
231.29,42.58,10.13,2.12,8.6,Residential,48,Low,1.29,1,0,0,Industrial / Peripheral,Sewri
239.85,48.12,6.69,1.68,7.73,Residential,24,Low,0.8,0,0,0,Western Residential,Kandivali
233.94,49.81,10.89,2.91,11.65,Industrial,8,Low,1.25,0,0,0,Western Suburbs,Andheri East
227.76,44.9,7.51,2.27,9.61,Residential,101,High,0.91,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
230.15,60.04,12.21,1.48,11.71,Residential,6,Low,1.29,0,0,0,Western Suburbs,Andheri East
229.89,55.11,11.27,2.46,8.57,Residential,4,Medium,1.12,1,0,0,Thane & Beyond,Kalyan
227.15,39.35,7.05,0.97,8.96,Residential,43,High,0.63,0,0,1,Industrial / Peripheral,Taloja
229.18,45.07,8.08,1.86,7.83,Commercial,2,Low,0.77,0,1,1,Industrial / Peripheral,Trombay
235.59,39.54,8.35,3.29,7.76,Industrial,28,Medium,0.84,0,0,0,Powai & Lakeside,Powai
238.79,7.26,1.36,0.69,1.89,Residential,5,Medium,1.04,0,0,0,Western Suburbs,Andheri West
234.22,25.12,3.34,0.86,3.21,Commercial,112,Medium,0.82,0,1,1,Navi Mumbai / Panvel,Vashi
231.96,20.81,5.37,2.49,6.09,Residential,26,Low,0.9,0,0,0,Western Residential,Kharghar
232.65,61.25,13.24,4.03,13.05,Residential,2,Low,0.97,0,1,0,Navi Mumbai / Panvel,Vashi
223.38,12.26,2.32,0.66,2.17,Residential,43,Medium,0.95,0,0,0,Western Suburbs,Khar
233.73,9.5,2.17,0.38,2.51,Residential,2,High,1.05,0,1,0,Thane & Beyond,Thane
230.26,40.56,10.59,3.34,8.99,Residential,3,Low,0.74,0,0,0,Western Suburbs,Bandra West
225.69,24.19,3.85,0.98,3.61,Commercial,48,Medium,1.19,0,0,0,Central Suburbs,Parel
223.64,33.69,5.16,0.69,4.77,Commercial,4,High,0.65,0,0,0,South Mumbai,Colaba
231.87,62.16,12.43,2.37,9.6,Residential,72,Medium,0.98,0,0,0,Western Suburbs,Bandra East
222.24,35.37,5.0,1.09,5.4,Commercial,6,Low,1.11,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
230.65,31.6,4.74,1.5,4.31,Industrial,2,Medium,0.86,0,0,0,Central Suburbs,Sion
227.89,67.91,14.15,3.09,15.64,Commercial,9,Low,1.28,0,0,1,Industrial / Peripheral,Taloja
230.24,61.55,12.09,3.17,11.6,Residential,120,Medium,1.08,0,0,0,Western Suburbs,Bandra West
225.97,57.4,13.2,3.05,14.2,Residential,33,Medium,1.18,0,0,0,Western Suburbs,Juhu
228.68,67.71,14.95,2.25,15.32,Residential,2,Medium,0.99,0,0,0,South Mumbai,Colaba
239.07,68.18,14.78,4.74,14.41,Residential,62,Medium,0.83,0,0,0,Powai & Lakeside,Powai
225.26,29.37,7.01,0.86,6.89,Commercial,7,Medium,0.91,0,0,0,South Mumbai,Girgaon
224.19,13.74,2.18,0.83,2.27,Residential,4,Medium,0.97,0,0,0,Powai & Lakeside,Powai
233.16,6.56,1.67,0.18,2.34,Commercial,48,High,1.09,0,0,0,South Mumbai,Marine Lines
228.78,41.81,7.58,1.54,6.79,Residential,11,Medium,0.94,0,0,0,Western Suburbs,Santacruz
220.03,44.88,9.0,4.27,10.84,Residential,13,Low,1.04,0,0,0,Western Suburbs,Khar
223.44,8.05,1.97,0.88,1.42,Residential,15,Low,0.83,0,0,1,Industrial / Peripheral,Taloja MIDC
231.4,11.75,3.23,0.21,2.98,Commercial,58,High,0.98,0,0,0,Central Suburbs,Ghatkopar
237.28,8.52,1.57,0.61,1.47,Industrial,11,Medium,0.79,0,0,0,Central Suburbs,Parel
237.39,32.93,7.78,4.31,5.46,Residential,21,High,0.95,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
234.11,50.54,10.6,3.58,11.19,Residential,4,High,1.01,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
230.02,25.53,7.21,0.98,4.91,Industrial,10,High,1.13,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
233.53,46.11,9.94,3.22,8.72,Industrial,9,High,0.86,0,0,0,Central Suburbs,Kurla
222.25,18.77,4.75,0.71,3.63,Residential,22,Medium,1.01,1,0,0,Industrial / Peripheral,Dharavi
227.27,22.51,4.84,1.96,5.56,Industrial,205,Medium,1.11,0,0,0,Powai & Lakeside,Powai
221.79,10.34,2.39,0.39,1.88,Commercial,127,High,1.09,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
235.74,57.01,10.58,2.08,9.92,Residential,15,Medium,1.03,0,0,0,Powai & Lakeside,Hiranandani Gardens
237.41,61.54,10.36,1.99,10.13,Residential,233,Low,1.26,0,0,0,Central Suburbs,Ghatkopar
217.89,44.96,7.36,0.24,6.26,Commercial,161,Low,1.39,0,0,1,Navi Mumbai / Panvel,Vashi
227.56,65.02,13.78,4.46,14.55,Residential,2,Medium,1.1,1,0,0,Industrial / Peripheral,Sewri
227.12,7.74,2.26,0.18,1.84,Residential,61,Medium,1.02,0,0,0,Powai & Lakeside,Kanjurmarg
222.4,47.57,8.0,2.2,7.71,Commercial,220,High,0.98,0,0,1,Industrial / Peripheral,Sewri
236.13,48.27,8.54,2.16,8.33,Industrial,5,High,1.13,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
235.26,36.91,9.12,0.91,8.71,Commercial,12,Medium,0.46,0,0,1,Navi Mumbai / Panvel,Airoli
230.48,23.56,5.28,1.19,8.11,Residential,6,High,1.29,0,0,1,Industrial / Peripheral,Sewri
236.55,24.86,8.95,3.34,9.33,Commercial,66,High,1.27,0,0,0,South Mumbai,Girgaon
229.04,19.83,4.36,1.39,3.64,Commercial,7,Medium,1.02,0,0,0,Central Suburbs,Parel
226.53,61.3,10.56,2.19,9.85,Commercial,186,Medium,0.63,0,1,1,Thane & Beyond,Kalyan
227.31,52.96,11.95,2.68,12.06,Residential,4,Low,1.02,0,0,1,Navi Mumbai / Panvel,Airoli
228.66,55.7,11.13,3.16,10.35,Industrial,4,High,1.01,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
229.47,61.82,14.08,3.05,14.04,Commercial,40,Medium,1.28,0,0,0,Central Suburbs,Parel
225.14,53.05,10.18,2.1,11.34,Residential,5,High,0.86,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
225.19,26.56,4.34,0.47,6.16,Residential,3,High,0.86,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
227.83,35.35,7.06,0.89,5.03,Industrial,36,Medium,0.78,0,0,1,Industrial / Peripheral,Taloja
237.49,67.28,14.68,5.23,16.36,Residential,2,Low,0.95,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
228.0,33.85,7.34,1.4,5.76,Residential,210,Medium,1.13,1,0,1,Industrial / Peripheral,Trombay
229.73,52.87,10.31,2.89,9.13,Residential,97,High,0.87,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
224.51,61.29,12.37,1.83,11.7,Commercial,11,High,1.07,0,0,0,South Mumbai,Malabar Hill
221.25,50.45,9.73,2.34,10.92,Residential,2,Medium,0.81,0,0,0,Powai & Lakeside,Hiranandani Gardens
230.82,26.03,3.86,0.85,4.7,Residential,24,Medium,0.96,0,0,1,Navi Mumbai / Panvel,Belapur
223.8,24.79,3.85,1.7,4.48,Commercial,2,Medium,1.01,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
222.59,48.24,11.19,1.92,12.78,Residential,36,High,0.93,0,1,0,Industrial / Peripheral,Sewri
232.27,59.58,13.37,2.5,12.5,Industrial,7,High,0.83,0,0,1,Industrial / Peripheral,Taloja MIDC
229.19,23.54,3.66,0.71,3.14,Residential,46,Low,0.79,0,0,0,Eastern Suburbs,Mulund
229.5,43.14,6.87,2.89,7.29,Residential,18,Low,1.07,0,0,0,Western Residential,Kandivali
229.66,17.38,4.51,1.44,3.53,Residential,3,High,0.83,0,0,0,South Mumbai,Colaba
228.44,16.07,4.66,0.61,5.73,Residential,12,High,0.91,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
223.85,64.9,12.87,4.77,13.37,Residential,22,Medium,1.0,0,0,0,Western Suburbs,Bandra East
222.2,24.01,3.8,0.69,4.35,Residential,66,High,1.12,0,0,0,Central Suburbs,Dadar
228.49,25.14,5.1,0.68,5.3,Residential,2,Low,1.01,0,0,1,Navi Mumbai / Panvel,Panvel
230.09,17.62,3.44,1.41,3.9,Residential,2,Medium,1.03,0,0,0,Western Suburbs,Santacruz
241.2,34.11,9.89,2.22,10.03,Residential,90,High,0.97,0,1,1,Industrial / Peripheral,Trombay
233.13,55.92,11.12,3.76,9.87,Residential,3,Medium,1.06,0,0,0,Central Suburbs,Dadar
233.75,18.01,5.22,0.65,5.11,Residential,51,High,1.04,0,0,1,Industrial / Peripheral,Trombay
224.16,18.69,3.32,0.98,3.29,Industrial,63,Medium,1.22,0,0,0,Western Suburbs,Juhu
225.74,28.06,4.13,1.68,3.93,Residential,14,Low,0.85,0,0,0,Powai & Lakeside,Hiranandani Gardens
226.49,55.06,11.81,2.96,11.03,Commercial,8,High,0.6,0,0,0,Central Suburbs,Ghatkopar
227.59,67.38,14.92,2.23,15.9,Residential,6,Low,1.08,0,0,1,Industrial / Peripheral,Taloja MIDC
227.36,56.41,9.96,3.23,10.43,Commercial,62,Medium,1.09,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
237.73,50.67,12.31,1.74,10.89,Residential,21,Medium,1.03,0,0,0,Western Suburbs,Juhu
228.94,60.04,12.28,3.55,12.56,Residential,133,Medium,0.77,1,0,0,Navi Mumbai / Panvel,Panvel
234.26,23.44,4.76,0.57,4.21,Residential,78,Medium,1.17,0,0,1,Navi Mumbai / Panvel,Airoli
226.84,66.39,13.77,4.81,15.58,Commercial,86,Low,1.21,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
223.27,18.33,2.9,0.92,4.49,Residential,12,High,0.88,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
224.1,15.92,2.96,1.55,2.4,Industrial,2,Medium,1.03,0,0,1,Industrial / Peripheral,Taloja
229.39,14.17,3.64,0.76,2.8,Residential,2,Low,1.3,0,1,0,Navi Mumbai / Panvel,Airoli
228.42,50.88,10.7,2.32,10.4,Commercial,91,Low,0.86,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
220.82,11.76,3.02,1.25,4.05,Residential,150,Low,1.0,0,0,0,Powai & Lakeside,Hiranandani Gardens
225.93,31.19,7.83,2.88,8.74,Residential,64,Medium,1.04,0,0,0,Western Suburbs,Andheri East
227.19,65.32,12.9,4.39,12.84,Residential,2,Medium,0.93,0,0,0,Western Suburbs,Santacruz
222.03,33.51,5.68,0.47,3.66,Residential,3,Low,0.94,1,0,0,Industrial / Peripheral,Trombay
219.86,7.52,1.35,0.35,1.42,Residential,4,Medium,1.06,0,0,0,Western Suburbs,Bandra West
237.17,60.71,13.34,4.04,14.1,Industrial,122,Medium,1.03,0,0,0,Western Suburbs,Juhu
230.23,59.55,10.88,2.66,9.59,Residential,22,Low,1.15,0,0,0,Powai & Lakeside,Hiranandani Gardens
236.71,37.11,7.45,1.16,10.13,Industrial,109,Low,0.67,0,0,1,Industrial / Peripheral,Taloja
226.36,54.49,11.86,3.32,10.65,Residential,16,Low,1.06,0,0,0,Powai & Lakeside,Hiranandani Gardens
227.7,38.28,6.74,2.5,5.36,Commercial,2,High,1.29,1,0,0,Industrial / Peripheral,Dharavi
228.63,55.21,13.21,3.36,14.0,Residential,22,High,0.87,0,1,0,Thane & Beyond,Bhiwandi
225.53,54.66,9.24,2.46,11.52,Residential,3,High,1.17,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
228.5,12.88,2.96,0.44,2.21,Residential,168,Medium,1.04,0,0,1,Thane & Beyond,Thane
223.92,39.43,6.41,1.71,7.88,Residential,159,Medium,0.8,0,0,0,Central Suburbs,Sion
230.32,21.38,4.95,2.34,4.67,Residential,2,High,1.09,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
217.81,26.44,3.42,0.69,4.46,Commercial,191,Medium,0.9,0,0,0,South Mumbai,Colaba
224.02,66.42,14.05,2.98,12.47,Residential,9,High,0.93,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
234.69,64.96,12.74,1.32,12.13,Residential,3,High,1.08,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
237.83,51.22,9.97,2.7,8.99,Residential,7,Medium,1.03,0,0,0,Central Suburbs,Ghatkopar
220.72,35.96,6.0,1.8,6.88,Residential,267,High,0.99,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
231.66,6.83,1.54,0.2,1.54,Commercial,2,Low,1.07,0,0,0,South Mumbai,Colaba
228.15,46.69,9.28,1.84,8.67,Industrial,2,Medium,0.7,0,0,0,Western Suburbs,Khar
223.34,41.97,6.44,1.46,6.44,Commercial,22,High,0.77,0,0,0,Central Suburbs,Dadar
225.89,66.9,13.38,4.36,13.7,Industrial,7,High,1.22,0,0,1,Navi Mumbai / Panvel,Belapur
226.18,54.42,9.45,1.38,10.53,Commercial,8,High,0.96,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
216.87,67.39,14.19,2.7,14.82,Industrial,4,Low,1.0,0,0,1,Navi Mumbai / Panvel,Kharghar
223.04,44.07,9.12,2.64,8.51,Residential,98,Medium,0.59,0,0,0,Western Suburbs,Khar
226.21,52.21,10.8,2.0,7.66,Residential,84,Low,0.94,0,0,0,Eastern Suburbs,Bhandup
230.69,17.29,4.26,0.96,6.3,Residential,6,Medium,0.66,0,0,1,Industrial / Peripheral,Taloja
235.33,14.38,3.65,0.96,4.3,Residential,3,Medium,1.23,0,0,0,Powai & Lakeside,Powai
232.5,41.87,6.84,2.6,6.5,Residential,70,Medium,1.07,0,0,0,Powai & Lakeside,Hiranandani Gardens
227.12,56.61,12.31,2.06,9.99,Industrial,14,High,0.76,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
229.6,23.91,4.32,2.14,3.64,Commercial,255,High,0.77,0,0,0,South Mumbai,Girgaon
225.18,14.6,3.73,1.37,5.72,Commercial,163,High,0.84,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
222.53,65.18,12.8,2.57,13.07,Commercial,120,Medium,0.52,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
236.55,9.77,2.26,0.56,2.47,Commercial,70,Low,0.93,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
225.47,64.88,13.35,3.64,15.0,Commercial,230,Medium,1.27,0,0,1,Thane & Beyond,Thane
230.05,42.36,9.01,2.03,5.81,Commercial,5,High,0.99,0,0,0,Central Suburbs,Kurla
233.08,39.31,5.74,0.98,5.59,Commercial,56,Medium,0.77,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
231.93,48.64,9.3,4.39,6.92,Residential,2,Low,0.87,0,1,1,Industrial / Peripheral,Taloja
228.29,13.67,3.46,0.85,2.1,Industrial,6,Medium,1.2,0,0,0,Powai & Lakeside,Hiranandani Gardens
236.85,26.98,4.32,0.82,5.77,Commercial,3,Medium,1.04,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
234.09,28.11,5.1,2.01,5.31,Residential,19,Medium,0.98,0,0,0,Central Suburbs,Kurla
234.0,59.62,12.42,3.54,12.62,Residential,49,Medium,0.9,0,0,0,Central Suburbs,Ghatkopar
220.26,43.15,7.55,2.06,5.39,Commercial,44,High,1.07,0,0,1,Thane & Beyond,Dombivli
229.16,66.87,14.82,4.74,15.48,Residential,122,Medium,0.88,0,0,1,Thane & Beyond,Bhiwandi
226.82,52.07,9.78,0.99,6.08,Residential,183,Medium,0.95,0,0,1,Industrial / Peripheral,Taloja
242.05,69.13,15.68,4.17,17.74,Commercial,2,Medium,1.03,0,0,1,Navi Mumbai / Panvel,Panvel
234.75,64.57,14.78,3.54,15.58,Commercial,50,Medium,1.04,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
230.66,42.88,9.0,1.03,9.53,Residential,2,Low,1.28,0,0,1,Industrial / Peripheral,Taloja
229.19,45.53,6.87,0.52,6.28,Residential,183,Medium,1.18,0,0,0,Powai & Lakeside,Hiranandani Gardens
229.04,19.44,3.02,0.49,2.95,Industrial,2,Medium,0.97,1,0,0,Navi Mumbai / Panvel,Kharghar
234.34,36.29,7.44,1.49,6.42,Commercial,89,High,0.97,0,0,0,Central Suburbs,Lower Parel
240.24,59.27,12.75,3.04,12.51,Commercial,200,Low,0.7,0,0,0,Central Suburbs,Ghatkopar
235.66,8.77,2.85,1.36,3.56,Commercial,2,Medium,1.31,0,1,1,Industrial / Peripheral,Taloja MIDC
224.5,11.04,4.05,2.63,4.88,Residential,18,Medium,0.83,1,0,0,Industrial / Peripheral,Sewri
232.34,48.94,7.82,2.24,6.71,Commercial,23,Medium,1.45,0,0,0,Central Suburbs,Ghatkopar
225.57,37.91,6.93,0.8,4.45,Residential,137,Medium,0.89,0,0,0,Central Suburbs,Sion
243.84,18.35,4.54,1.91,5.88,Residential,76,Low,0.86,0,0,0,Western Residential,Borivali
224.76,60.83,12.93,3.56,12.15,Residential,35,Low,1.25,0,0,0,Western Suburbs,Bandra West
235.64,64.01,13.52,3.23,12.68,Residential,2,Medium,0.83,0,0,0,Western Suburbs,Bandra East
230.98,11.14,2.73,0.23,2.72,Residential,2,Medium,1.15,0,0,0,Powai & Lakeside,Kanjurmarg
233.7,44.33,9.5,1.66,8.19,Residential,18,High,0.97,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
225.89,60.01,12.23,1.74,11.92,Residential,54,Medium,1.11,0,0,0,Powai & Lakeside,Hiranandani Gardens
218.64,69.55,15.5,4.39,17.04,Industrial,2,Low,1.11,0,1,1,Industrial / Peripheral,Taloja MIDC
239.49,24.25,5.71,2.63,7.0,Residential,64,High,0.84,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
225.87,45.06,10.27,2.55,10.14,Industrial,298,Low,1.0,0,0,0,Powai & Lakeside,Hiranandani Gardens
234.1,60.17,11.11,2.29,8.78,Commercial,183,Low,1.26,0,0,0,Central Suburbs,Sion
221.06,6.79,1.47,1.18,1.65,Residential,189,Medium,1.14,0,0,1,Industrial / Peripheral,Taloja
220.26,53.97,7.71,1.55,8.89,Residential,89,High,0.94,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
236.65,23.5,6.3,2.07,7.25,Residential,158,Medium,0.74,0,0,0,Powai & Lakeside,Kanjurmarg
227.78,65.94,13.44,2.98,12.36,Residential,25,High,0.95,0,0,0,Central Suburbs,Ghatkopar
226.35,66.81,14.2,2.23,15.44,Commercial,3,High,1.09,0,0,0,Central Suburbs,Kurla
230.35,63.17,11.83,2.99,12.43,Industrial,3,High,0.72,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
224.91,20.93,3.32,0.87,2.02,Industrial,2,High,0.97,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
233.0,51.98,12.72,3.27,11.99,Residential,11,Medium,1.06,0,0,0,Powai & Lakeside,Powai
228.48,40.66,9.58,1.9,12.87,Residential,74,High,0.85,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
235.56,32.12,5.05,1.96,6.72,Residential,153,Medium,1.25,0,0,0,Powai & Lakeside,Kanjurmarg
216.99,25.18,5.2,2.11,5.27,Residential,55,Medium,1.23,1,0,0,Navi Mumbai / Panvel,Belapur
237.48,43.84,10.93,1.76,11.05,Industrial,106,Medium,0.66,0,0,0,Powai & Lakeside,Hiranandani Gardens
236.41,5.66,1.28,0.18,1.42,Residential,5,Low,1.21,0,0,0,Western Residential,Kharghar
230.13,54.45,11.57,3.55,11.68,Residential,2,Medium,1.23,0,0,1,Navi Mumbai / Panvel,Panvel
232.68,53.38,11.86,3.25,12.77,Residential,84,Medium,0.82,0,0,0,Central Suburbs,Ghatkopar
229.58,59.54,10.75,2.88,11.9,Commercial,49,High,1.16,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
226.82,43.17,7.62,0.8,7.95,Residential,3,Medium,0.94,0,1,0,Thane & Beyond,Bhiwandi
228.4,66.75,14.77,5.2,15.29,Residential,11,Low,1.35,0,0,0,South Mumbai,Marine Lines
227.39,10.96,3.87,1.11,2.73,Residential,41,High,1.04,0,0,0,Central Suburbs,Kurla
232.19,68.59,15.1,5.01,16.67,Residential,117,Medium,0.76,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
224.46,51.35,11.73,1.41,9.64,Residential,2,Medium,0.85,0,0,1,Industrial / Peripheral,Trombay
235.06,38.71,6.32,2.2,9.22,Residential,112,Medium,1.08,0,0,0,Powai & Lakeside,Powai
